Strategy A for N = 1000
28,2.80%
24,2.40%
31,3.10%
23,2.30%
25,2.50%
35,3.50%
35,3.50%
24,2.40%
42,4.20%
25,2.50%
29,2.90%
27,2.70%
18,1.80%
38,3.80%
21,2.10%
27,2.70%
22,2.20%
33,3.30%
31,3.10%
23,2.30%
19,1.90%
17,1.70%
22,2.20%
Strategy A for N = 10000
294,2.94%
203,2.03%
228,2.28%
231,2.31%
259,2.59%
275,2.75%
231,2.31%
245,2.45%
210,2.10%
221,2.21%
629,6.29%
264,2.64%
262,2.62%
216,2.16%
249,2.49%
322,3.22%
255,2.55%
309,3.09%
300,3.00%
270,2.70%
298,2.98%
276,2.76%
252,2.52%
275,2.75%
334,3.34%
276,2.76%
275,2.75%
287,2.87%
294,2.94%
253,2.53%
262,2.62%
291,2.91%
232,2.32%
275,2.75%
242,2.42%
256,2.56%
226,2.26%
252,2.52%
231,2.31%
257,2.57%
Strategy A for N = 100000
3082,3.08%
2109,2.11%
2213,2.21%
2092,2.09%
2313,2.31%
2930,2.93%
2227,2.23%
2309,2.31%
2314,2.31%
2296,2.30%
6357,6.36%
2653,2.65%
2613,2.61%
2280,2.28%
2481,2.48%
2981,2.98%
2727,2.73%
2967,2.97%
2991,2.99%
3138,3.14%
2903,2.90%
2901,2.90%
2717,2.72%
2672,2.67%
3179,3.18%
3061,3.06%
2747,2.75%
2701,2.70%
2786,2.79%
2556,2.56%
2710,2.71%
2709,2.71%
2672,2.67%
2676,2.68%
2534,2.53%
2444,2.44%
2326,2.33%
2146,2.15%
2172,2.17%
2621,2.62%
Strategy A for N = 1000000
30922,3.09%
21321,2.13%
21562,2.16%
21400,2.14%
23311,2.33%
29561,2.96%
22558,2.26%
23163,2.32%
23330,2.33%
22819,2.28%
62847,6.28%
26715,2.67%
25901,2.59%
23505,2.35%
24627,2.46%
29101,2.91%
28102,2.81%
29774,2.98%
29240,2.92%
31032,3.10%
28910,2.89%
28288,2.83%
27768,2.78%
27510,2.75%
31752,3.18%
30655,3.07%
27135,2.71%
26800,2.68%
28131,2.81%
25882,2.59%
26434,2.64%
26804,2.68%
26448,2.64%
26923,2.69%
24930,2.49%
24461,2.45%
23353,2.34%
21831,2.18%
21656,2.17%
26374,2.64%
Strategy A for N = 1000
29,2.90%
19,1.90%
27,2.70%
21,2.10%
24,2.40%
28,2.80%
26,2.60%
22,2.20%
24,2.40%
11,1.10%
62,6.20%
28,2.80%
27,2.70%
31,3.10%
31,3.10%
28,2.80%
29,2.90%
23,2.30%
24,2.40%
40,4.00%
25,2.50%
24,2.40%
38,3.80%
29,2.90%
27,2.70%
27,2.70%
21,2.10%
28,2.80%
31,3.10%
30,3.00%
25,2.50%
28,2.80%
27,2.70%
28,2.80%
22,2.20%
27,2.70%
18,1.80%
25,2.50%
26,2.60%
25,2.50%
Strategy A for N = 10000
319,3.19%
220,2.20%
212,2.12%
203,2.03%
222,2.22%
296,2.96%
228,2.28%
201,2.01%
255,2.55%
246,2.46%
633,6.33%
273,2.73%
269,2.69%
242,2.42%
235,2.35%
292,2.92%
264,2.64%
327,3.27%
292,2.92%
307,3.07%
287,2.87%
268,2.68%
285,2.85%
278,2.78%
322,3.22%
294,2.94%
265,2.65%
267,2.67%
265,2.65%
250,2.50%
255,2.55%
270,2.70%
273,2.73%
291,2.91%
244,2.44%
226,2.26%
230,2.30%
223,2.23%
226,2.26%
255,2.55%
Strategy A for N = 100000
3165,3.16%
2162,2.16%
2212,2.21%
2144,2.14%
2341,2.34%
2936,2.94%
2254,2.25%
2388,2.39%
2244,2.24%
2299,2.30%
6309,6.31%
2595,2.60%
2624,2.62%
2432,2.43%
2472,2.47%
2841,2.84%
2793,2.79%
3016,3.02%
3001,3.00%
3066,3.07%
2871,2.87%
2772,2.77%
2788,2.79%
2742,2.74%
3133,3.13%
3094,3.09%
2705,2.71%
2687,2.69%
2865,2.86%
2505,2.51%
2589,2.59%
2698,2.70%
2582,2.58%
2703,2.70%
2527,2.53%
2468,2.47%
2293,2.29%
2170,2.17%
2190,2.19%
2595,2.60%
Strategy A for N = 1000000
30990,3.10%
21106,2.11%
21567,2.16%
21640,2.16%
23559,2.36%
29583,2.96%
22812,2.28%
23151,2.32%
23265,2.33%
23035,2.30%
62141,6.21%
26951,2.70%
26239,2.62%
23589,2.36%
24446,2.44%
29398,2.94%
27856,2.79%
29358,2.94%
29503,2.95%
30609,3.06%
28923,2.89%
28508,2.85%
27583,2.76%
27207,2.72%
31950,3.20%
30664,3.07%
27197,2.72%
27009,2.70%
27855,2.79%
25731,2.57%
26104,2.61%
27037,2.70%
26204,2.62%
26859,2.69%
25251,2.53%
24196,2.42%
23146,2.31%
21933,2.19%
21657,2.17%
26419,2.64%
